,Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,description__profile,ceo__profile,industry__profile,pe__quote,ebitda__income-statement,netIncome__income-statement,revenue__income-statement,eps__income-statement,epsdiluted__income-statement,totalAssets__balance-sheet-statement,totalLiabilities__balance-sheet-statement,cashAndShortTermInvestments__balance-sheet-statement,freeCashFlow__cash-flow-statement,growthEBITDA__income-statement-growth,growthNetIncome__income-statement-growth,growthEPS__income-statement-growth,derived__netIncomeMargin,derived__debtRatio
93,CCMP,CMC Materials Inc. Common Stock,$159.10,-19.39,-10.863%,4640427857.0,United States,2000.0,394122,Technology,Semiconductors,"Cabot Microelectronics Corp. engages in the development, manufacture, and sale of chemical mechanical planarization consumables products. The company is headquartered in Aurora, Illinois and currently employs 2,047 full-time employees. The firm also provides performance products and services to the pipeline operations industry. The company operates through two reportable segments: Electronic Materials and Performance Materials. Electronic Materials segment includes products and solutions for the semiconductor industry. The company manufactures and sells chemical mechanical planarization (CMP) consumables, including CMP slurries and polishing pad products, and high-purity process chemicals used to etch and clean silicon wafers in the production of semiconductors, photovoltaics (solar cells) and flat panel displays. Performance Materials segment includes pipeline performance products and services for oilfield energy industries, wood treatment products, and products and equipment used in the precision optics industry.",Mr. David Li,Semiconductor Equipment & Materials,,346956000.0,142828000.0,1116270000.0,4.9,4.83,2376467000.0,1302154000.0,257354000.0,161445000.0,0.25499529769225204,2.642177738110417,2.576642335766423,0.1279511229362072,0.5479369164394036
94,CCOI,Cogent Communications Holdings Inc.,$78.76,1.13,1.456%,3743901651.0,United States,,259218,Consumer Services,Telecommunications Equipment,"Cogent Communications Holdings, Inc., through its subsidiaries, provides high-speed Internet access, private network, and data center colocation space services in North America, Europe, Asia, Australia, and Latin America. The company offers on-net Internet access and private network services to law firms, financial services firms, advertising and marketing firms, other professional services businesses, other Internet service providers, telephone companies, cable television companies, Web hosting companies, content delivery network companies, and commercial content and application service providers. It also provides on-net services in carrier-neutral data centers, cogent controlled data centers, and single-tenant office buildings. In addition, the company offers off-net services to businesses that are connected to its network primarily by means of ?last mile' access service lines obtained from other carriers primarily in the form of metropolitan Ethernet circuits. Further, it provides Internet connectivity to customers that are not located in buildings directly connected to its network; and offers voice services. The company operates 54 data centers and provides facilities to 2,801 buildings and on-net services to 1,767 to multi-tenant office buildings. It serves primarily to small and medium-sized businesses, communications service providers, and other bandwidth-intensive organizations. Cogent Communications Holdings, Inc. was founded in 1999 and is headquartered in Washington, the District of Columbia.",Mr. David Schaeffer,Telecom Services,221.79413,190470000.0,6216000.0,568103000.0,0.14,0.13,1000477000.0,1293643000.0,371301000.0,84368000.0,0.06143943826799298,-0.8343283582089552,-0.8292682926829268,0.010941677829548515,1.2930262264899643
95,CDK,CDK Global Inc. Common Stock,$54.53,0.52,0.963%,6639345028.0,United States,,499738,Technology,Retail: Computer Software & Peripheral Equipment,"CDK Global, Inc., together with its subsidiaries, provides software and technology solutions for automotive retailers in the United States, Europe, Canada, and internationally. The company offers Dealer Management System (DMS), a portfolio of layered software applications and services for automotive retailers, original equipment manufacturers (OEMs), consumers, and other industry participants manage the acquisition, sale, financing, insuring, parts supply, and repair and maintenance of vehicles. It also provides solutions to retailers and manufacturers of heavy trucks, construction equipment, agricultural equipment, motorcycles, boats, and other marine and recreational vehicles. In addition, the company offers professional services, custom programming, consulting, implementation, and training solutions, as well as customer support solutions. It serves approximately 30,000 retail locations and OEMs. CDK Global, Inc. was founded in 2014 and is headquartered in Hoffman Estates, Illinois.",Mr. Brian Krzanich,Software Application,6.2811685,663300000.0,207500000.0,1960100000.0,1.71,1.7,2854100000.0,3434800000.0,215700000.0,293100000.0,0.16348009121206805,0.6733870967741935,0.7272727272727273,0.10586194581909086,1.2034616866963317
96,CDLX,Cardlytics Inc. Common Stock,$101.27,-5.07,-4.768%,3217325924.0,United States,2018.0,1211922,Technology,EDP Services,"Cardlytics, Inc. operates an advertising platform within financial institutions digital channels, which include online, mobile, email, and various real-time notifications in the United States and the United Kingdom. It operates in two segments, Cardlytics Direct and Other Platform Solutions. The company's platform is the Cardlytics Direct solution, a native bank advertising channel that enables marketers to reach consumers through their trusted and frequently visited online and mobile banking channels. It also provides solutions that enable marketers and marketing service providers to leverage the power of purchase intelligence outside the banking channel. The company was founded in 2008 and is headquartered in Atlanta, Georgia.",Mr. Scott Grimes,Internet Content & Information,,-46097000.0,-55422000.0,186892000.0,-2.04,-2.04,422537000.0,265345000.0,293239000.0,-17715000.0,2.604143862392494,2.232734484367709,1.8333333333333335,-0.2965455985274918,0.6279805082158485
97,CDNA,CareDx Inc. Common Stock,$72.68,-0.5,-0.683%,3774764952.0,United States,2014.0,840807,Health Care,Medical Specialities,"CareDx, Inc., a precision medicine company, discovers, develops, and commercializes healthcare solutions for transplant patients and caregivers worldwide. It offers AlloSure Kidney, a donor-derived cell-free DNA (dd-cfDNA) solution for kidney transplant patients; and AlloMap Heart, a gene expression solution for heart transplant patients. The company also develops, manufactures, markets, and sells products that increase the chance of successful transplants by facilitating a match between a donor and a recipient of stem cells and solid organs. In addition, it offers Olerup SSP, which is used to type human leukocyte antigen (HLA) alleles based on sequence specific primer technology; Olerup SBT, a product range for sequence-based typing of HLA alleles; QTYPE that enables precision in HLA typing at a low to intermediate resolution for samples that uses real-time polymerase chain reaction methodology; and TruSight HLA, a solution for use in transplantation diagnostic testing. Further, the company provides AlloSeq Tx, a high-resolution HLA typing solution; AlloSeq cfDNA, a surveillance solution to measure dd-cfDNA in blood; AlloSeq HCT, a solution for chimerism testing for stem cell transplant recipients; Ottr, a transplant patient tracking software; and XynQAPI and Waitlist Management solutions. It offers its products directly to customers, as well as through third-party distributors. The company has a license agreement with Illumina, Inc. for the development, commercialization, and distribution of next generation sequencing product line for use in transplantation diagnostic testing; and Cibiltech SAS to commercialize KidneyCare iBox, a software for the predictive analysis of post-transplantation kidney allograft loss. The company was formerly known as XDx, Inc. and changed its name to CareDx, Inc. in March 2014. CareDx, Inc. was incorporated in 1998 and is headquartered in South San Francisco, California.",Dr. Peter Maag,Diagnostics & Research,,-12984000.0,-18714000.0,192194000.0,-0.4439687331567849,-0.4439687331567849,368511000.0,90832000.0,224703000.0,23071000.0,-0.3169551265190173,-0.14812454479242534,-0.14621397469849046,-0.09737036536000084,0.2464838227352779
98,CDNS,Cadence Design Systems Inc. Common Stock,$126.90,0.01,0.008%,35311828500.0,United States,,1710010,Technology,Computer Software: Prepackaged Software,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design products; physical implementation tools, including place and route, optimization, and multiple patterning preparation; and signoff products to signoff the design as ready for manufacture by a silicon foundry. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system interconnect design products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products consisting of pre-verified and customizable functional blocks to integrate into customer's ICs; and verification IP and memory models for use in system-level verification to model correct behavior of full systems interacting with their environments. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. Cadence Design Systems, Inc. was founded in 1988 and is headquartered in San Jose, California.",Mr. Lip-Bu Tan,Software Application,52.066242,791205000.0,590644000.0,2682891000.0,2.1585262011526387,2.1577770633621696,3950785000.0,660959000.0,928432000.0,810109000.0,0.2873809155771781,-0.4027739719448037,-0.38775288005019315,0.220152067303517,0.16729814454595732
99,CDW,CDW Corporation Common Stock,$172.60,1.2,0.70%,24254423932.0,United States,2013.0,1314464,Technology,EDP Services,"CDW Corporation provides integrated information technology (IT) solutions to business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products, as well as integrated IT solutions, including mobility, security, data center optimization, cloud computing, virtualization, and collaboration. Its hardware products comprise notebooks/mobile devices, network communications, desktop computers, video monitors, enterprise and data storage products, printers, and servers; and software products include application suites, security, virtualization, operating systems, and network management. The company also provides warranties, managed services, and consulting design and implementation services. CDW Corporation was founded in 1984 and is based in Lincolnshire, Illinois.",Ms. Christine Leahy,Information Technology Services,28.5806,1604800000.0,788500000.0,18467500000.0,5.434183321847002,5.434183321847002,9344700000.0,8047600000.0,1410200000.0,1156300000.0,0.1457128578567859,0.07016829533116178,0.06972112634783457,0.04269662921348315,0.8611940458227658
100,CELH,Celsius Holdings Inc. Common Stock,$49.76,-2.24,-4.308%,3611847215.0,United States,,1575297,Consumer Non-Durables,Beverages (Production/Distribution),"Celsius Holdings, Inc. develops, markets, distributes, and sells functional calorie-burning fitness beverages in the United States and internationally. The company offers its beverages in various flavors, including carbonated orange, wild berry, cola, grape, kiwi-guava, and watermelon; and non-carbonated green tea raspberry/acai, green tea/peach mango, green tea/grapefruit melon, pineapple coconut, watermelon berry, and strawberries and cream, as well as sparkling grapefruit, cucumber lime, and orange pomegranate under the Celsius name. It also provides Celsius Heat, a dietary supplement in carbonated flavors, such as apple jack'd, orangesicle, inferno punch, cherry lime, blueberry pomegranate, strawberry dragonfruit, tangerine grapefruit, and jackfruit. The company distributes its products through direct-store delivery distributors, as well as through retailers comprising supermarkets, convenience stores, drug stores, nutritional stores, and mass merchants; and health clubs, spas, gyms, the military, and e-commerce Websites. The company was formerly known as Vector Ventures, Inc. and changed its name to Celsius Holdings, Inc. in January 2007. Celsius Holdings, Inc. was founded in 2004 and is based in Boca Raton, Florida.",Mr. John Fieldly,Beverages Non-Alcoholic,506.2963,9568329.0,8523849.0,130725777.0,0.14028257301294994,0.14028257301294994,131289773.0,26962330.0,43248021.0,2821333.0,-18.239300578347116,-0.14515828491083374,-0.1451582849108322,0.06520404158699321,0.205365043932249
101,CERN,Cerner Corporation Common Stock,$75.17,0.57,0.764%,22719906990.0,United States,1986.0,2583437,Health Care,Managed Health Care,"Cerner Corporation, together with its subsidiaries, provides health care information technology solutions and tech-enabled services in the United States and internationally. The company offers Cerner Millennium architecture, a person-centric computing framework, which includes clinical, financial, and management information systems that allow providers to access an individual's electronic health record (EHR) at the point of care, and organizes and delivers information for physicians, nurses, laboratory technicians, pharmacists, front- and back-office professionals, and consumers. It also provides HealtheIntent platform, a cloud-based platform to aggregate, transform, and reconcile data across the continuum of care; and CareAware, an EHR agnostic platform that facilitates connectivity of health care devices to EHRs. In addition, the company offers a portfolio of clinical and financial health care information technology solutions, as well as departmental, connectivity, population health, and care coordination solutions. Further, it provides tech-enabled services, such as implementation and training, remote hosting, operational management services, revenue cycle services, support and maintenance, health care data analysis, clinical process optimization, transaction processing, employer health centers, employee wellness programs, and third-party administrator services; and complementary hardware and devices for third parties. The company serves integrated delivery networks, physician groups and networks, managed care organizations, hospitals, medical centers, reference laboratories, home health agencies, blood banks, imaging centers, pharmacies, pharmaceutical manufacturers, employers, governments, and public health organizations. Cerner Corporation was founded in 1979 and is headquartered in North Kansas City, Missouri.",Mr. Brent Shafer,Health Information Services,29.287903,749639000.0,780088000.0,5505788000.0,2.42840288262487,2.42840288262487,7521096000.0,3038529000.0,1058088000.0,819204000.0,-0.41826894349447286,0.4733820124127875,0.4733845105661213,0.14168507759470578,0.4040008264752903
102,CERT,Certara Inc. Common Stock,$29.38,-2.01,-6.403%,4494537093.0,United States,2020.0,816701,Consumer Durables,Specialty Chemicals,"Certara Inc. provides software products and technology-enabled services to customers for biosimulation in drug discovery, preclinincal and clinical research, regulatory submissions, and market access. It offers medicines to patients using biosimulation software and technology to transform drug discovery and development. The company also provides related technology-enabled services to guide its customers' new drugs through the regulatory submission process and into the market. Its technology-enabled services include mechanistic biosimulation, empirical biosimulation, drug development and regulatory strategy, clinical pharmacology, model-based meta-analysis, regulatory writing and medical communications, regulatory operations, and market access. The company serves biopharmaceutical companies and academic institutions. It has operations in the United States, Canada, Spain, Luxembourg, Portugal, the United Kingdom, Germany, France, the Netherlands, Denmark, Switzerland, Italy, Poland, Japan, the Philippines, India, and Australia. Certara Inc. was founded in 2008 and is headquartered in Princeton, New Jersey.",Dr. Edmundo  Muniz,Biotechnology,,15437000.0,-49397000.0,243530000.0,-0.3235291582577816,-0.3235291582577816,1269400000.0,447268000.0,271382000.0,35918000.0,-0.7358939264328486,4.534057808648891,4.534102363246985,-0.20283743275982424,0.3523459902316055
103,CG,The Carlyle Group Inc. Common Stock,$44.81,0.67,1.518%,15888398744.0,United States,2012.0,970333,Finance,Investment Managers,"The Carlyle Group Inc. is an investment firm specializing in direct and fund of fund investments. Within direct investments, it specializes in management-led/ Leveraged buyouts, privatizations, divestitures, strategic minority equity investments, structured credit, global distressed and corporate opportunities, small and middle market, equity private placements, consolidations and buildups, senior debt, mezzanine and leveraged finance, and venture and growth capital financings, seed/startup, early venture, emerging growth, turnaround, mid venture, late venture, PIPES. The firm invests across four segments which include Corporate Private Equity, Real Assets, Global Market Strategies, and Solutions. The firm typically invests in industrial, agribusiness, ecological sector, fintech, airports, parking, Plastics, Rubber, diversified natural resources, minerals, farming, aerospace, defense, automotive, consumer, retail, industrial, infrastructure, energy, power, healthcare, software, software enabled services, semiconductors, communications infrastructure, financial technology, utilities, gaming, systems and related supply chain, electronic systems, systems, oil and gas, processing facilities, power generation assets, technology, systems, real estate, financial services, transportation, business services, telecommunications, media, and logistics sectors. Within the industrial sector, the firm invests in manufacturing, building products, packaging, chemicals, metals and mining, forestry and paper products, and industrial consumables and services. In consumer and retail sectors, it invests in food and beverage, retail, restaurants, consumer products, domestic consumption, consumer services, personal care products, direct marketing, and education. Within aerospace, defense, business services, and government services sectors, it seeks to invest in defense electronics, manufacturing and services, government contracting and services, information technology, distribution companies. In telecommunication and media sectors, it invests in cable TV, directories, publishing, entertainment and content delivery services, wireless infrastructure/services, fixed line networks, satellite services, broadband and Internet, and infrastructure. Within real estate, the firm invests in office, hotel, industrial, retail, for sale residential, student housing, hospitality, multifamily residential, homebuilding and building products, and senior living sectors. The firm seeks to make investments in growing business including those with overleveraged balance sheets. The firm seeks to hold its investments for four to six years. In the healthcare sector, it invests in healthcare services, outsourcing services, companies running clinical trials for pharmaceutical companies, managed care, pharmaceuticals, pharmaceutical related services, healthcare IT, medical, products, and devices. It seeks to invest in companies based in Sub-Saharan focusing on Ghana, Kenya, Mozambique, Botswana, Nigeria, Uganda, West Africa, North Africa and South Africa focusing on Tanzania and Zambia; Asia focusing on Pakistan, India, South East Asia, Indonesia, Philippines, Vietnam, Korea, and Japan; Australia; New Zealand; Europe focusing on France, Italy, Denmark, United Kingdom, Germany, Austria, Belgium, Finland, Iceland, Ireland, Netherlands, Norway, Portugal, Spain, Benelux , Sweden, Switzerland, Hungary, Poland, and Russia; Middle East focusing on Bahrain, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, Turkey, and UAE; North America focusing on United States which further invest in Southeastern United States, Texas, Boston, San Francisco Bay Area and Pacific Northwest; Asia Pacific; Soviet Union, Central-Eastern Europe, and Israel; Nordic region; and South America focusing on Mexico, Argentina, Brazil, Chile, and Peru. The firm seeks to invest in food, financial, and healthcare industries in Western China. In the real estate sector, the firm seeks to invest in various locations across Europe focusing on France and Central Europe, United States, Asia focusing on China, and Latin America. It typically invests between $1 million and $50 million for venture investments and between $20 million and $1 billion for buyouts in companies with enterprise value of between $31.57 million and $1000 million and sales value of $10 million and $500 million. It seeks to invest in companies with market capitalization greater than $50 million and EBITDA between $5 million to $25 million. It prefers to take a majority stake. It typically holds its investments for three to five years. Within automotive and transportation sectors, the firm seeks to hold its investments in for four to six years. While investing in Japan, it does not invest in companies with more than 1,000 employees and prefers companies' worth between $100 million and $150 million. The firm originates, structures, and acts as lead equity investor in the transactions. The Carlyle Group Inc.",Mr. Kewsong Lee,Asset Management,8.520056,632100000.0,348200000.0,1876700000.0,0.99,0.97,15644800000.0,12714600000.0,987000000.0,-230400000.0,-0.522186106281654,-0.08584930427933841,-0.681264125794425,0.18553844514307027,0.8127045408058908
104,CHDN,Churchill Downs Incorporated Common Stock,$199.85,-6.71,-3.248%,7698327121.0,United States,,310999,Consumer Services,Services-Misc. Amusement & Recreation,"Churchill Downs Incorporated operates as a racing, online wagering, and gaming entertainment company in the United States. It operates through three segments: Churchill Downs, Online Wagering, and Gaming. The company owns and operates Derby City Gaming, a historical racing machine in Louisville, Kentucky; online horse racing wagering platform, TwinSpires.com; and offers sports betting and iGaming through BetAmerica platform. It also operates 5 racetracks, including Churchill Downs Racetrack in Louisville, Kentucky; Arlington International Race Course in Arlington Heights with 12 off-track betting (OTB) facilities in Illinois; Fair Grounds Race Course in New Orleans along with 14 OTBs in Louisiana; and Calder Race Course in Miami Gardens, Florida. In addition, the company operates 8 casinos, which provides brick-and-mortar casino gaming services with approximately 11,000 slot machines and video lottery terminals and 200 table games; and operates hotels. Further, it offers streaming video of live horse races, replays, and an assortment of racing and handicapping information; and provides the Bloodstock Research Information Services platform for horse racing statistical data. Additionally, the company manufactures and operates pari-mutuel wagering systems for racetracks, OTBs, and other pari-mutuel wagering businesses; and provides totalizator services. Churchill Downs Incorporated was founded in 1928 and is headquartered in Louisville, Kentucky.",Mr. William Carstanjen,Gambling,,176600000.0,-81900000.0,1054000000.0,-2.0423940149625937,-2.0423940149625937,2686400000.0,2319300000.0,67400000.0,-92300000.0,-0.4515527950310559,-1.5956363636363637,-1.5954501501348661,-0.07770398481973434,0.8633487194758785
105,CHK,Chesapeake Energy Corporation Common Stock,$47.51,0.77,1.647%,4651565418.0,United States,,1222660,Energy,Oil & Gas Production,,None,Oil & Gas E&P,,2257000000.0,-308000000.0,8489000000.0,-4.338028169014085,-4.338028169014085,16193000000.0,11792000000.0,6000000.0,1540000000.0,-0.18402024584237164,-1.3528064146620848,-1.352806414662085,-0.03628224761456002,0.7282158957574261
106,CHNG,Change Healthcare Inc. Common Stock,$22.95,-0.1,-0.434%,7034873231.0,United States,2019.0,1352925,Health Care,Managed Health Care,"Change Healthcare Inc., an independent healthcare technology platform, provides data and analytics-driven solutions to enhance clinical, financial, administrative, and patient engagement outcomes in the United States healthcare system. It operates through three segments: Software and Analytics, Network Solutions, and Technology-Enabled Services. The Software and Analytics segment offers software and analytics solutions for financial performance, payment accuracy, clinical decision management, value-based payment, provider and consumer engagement, and imaging and clinical workflow. The Network Solutions segment enables financial, administrative, and clinical transactions; electronic business-to-business and consumer-to-business payments; and aggregation and analytics of clinical and financial data. The Technology-Enabled Services segment provides solutions for financial and administrative management, value-based care, communication and payment, pharmacy benefits administration, and healthcare consulting. The company was founded in 2016 and is headquartered in Nashville, Tennessee.",Mr. Neil E. de Crescenzo IV,Health Information Services,,-103359000.0,-947597000.0,196792000.0,-6.92,-6.92,10107380000.0,6821933000.0,410405000.0,-166930000.0,88.17946505608283,17.218814888871798,14.727272727272727,-4.815221147201106,0.6749457327220308
107,CHTR,Charter Communications Inc. Class A Common Stock New,$675.79,2.04,0.303%,138468814825.0,United States,,559435,Consumer Services,Television Services,"Charter Communications, Inc., through its subsidiaries, provides cable services to residential and commercial customers in the United States. It offers subscription-based video services, including video on demand, high definition television, digital video recorder, pay-per-view, and spectrum mobile and spectrum guide services, as well as ad-supported free online video products. The company also provides Internet services, such as security suite that protects computers from viruses and spyware; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi. In addition, it offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. Further, the company provides video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as MTV, CNN, and ESPN; Audience App for optimizes linear inventory; and sells video and online advertising inventory to local, regional, and national advertising customers. Additionally, it offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports networks and local sports, news, and community channels. As of December 31, 2019, the company served approximately 29.2 million residential and small and medium business customers. Charter Communications, Inc. was founded in 1993 and is based in Stamford, Connecticut.",Mr. Thomas Rutledge,Entertainment,38.820435,18167000000.0,3222000000.0,48097000000.0,14.678365108022767,14.678365108022767,144206000000.0,113925000000.0,998000000.0,6606000000.0,0.09836759371221282,0.9316546762589928,0.9313638300030002,0.06698962513254465,0.7900156720247424
108,CINF,Cincinnati Financial Corporation Common Stock,$119.72,2.04,1.734%,19286488783.0,United States,,542195,Finance,Property-Casualty Insurers,"Cincinnati Financial Corporation, together with its subsidiary, provides property casualty insurance products in the United States. The company operates in five segments: Commercial Lines Insurance, Personal Lines Insurance, Excess and Surplus Lines Insurance, Life Insurance, and Investments. The Commercial Lines Insurance segment offers coverage for commercial casualty, commercial property, commercial auto, and workers' compensation. It also provides director and officer liability insurance, contract and commercial surety bonds, and fidelity bonds; and machinery and equipment coverage. The Personal Lines Insurance segment offers personal auto insurance; homeowners insurance; and dwelling fire, inland marine, personal umbrella liability, and watercraft coverages to individuals. The Excess and Surplus Lines Insurance segment offers commercial casualty insurance that covers businesses for third-party liability from accidents occurring on their premises or arising out of their operations, such as injuries sustained from products; and commercial property insurance, which insures buildings, inventory, equipment, and business income from loss or damage due to various causes, such as fire, wind, hail, water, theft, and vandalism. The Life Insurance segment provides term life insurance products; universal life insurance products; worksite products, such as term life; and whole life insurance products, as well as markets deferred annuities and immediate annuities. The Investments segment invests in fixed-maturity investments, including taxable and tax-exempt bonds, and redeemable preferred stocks; and equity investments comprising common and nonredeemable preferred stocks. The company also offers commercial leasing and financing services; and insurance brokerage services. Cincinnati Financial Corporation was founded in 1950 and is headquartered in Fairfield, Ohio.",Mr. Steven Johnston,Insurance Property & Casualty,6.3753047,7597000000.0,1216000000.0,7536000000.0,7.453099639024197,7.453099639024197,27542000000.0,16753000000.0,900000000.0,1471000000.0,0.0,-0.3910866299449174,-0.3910866307986765,0.1613588110403397,0.6082710042843656
109,CLOV,Clover Health Investments Corp. Class A Common Stock,$8.23,-0.61,-6.90%,3626961000.0,United States,,8455669,Health Care,Medical Specialities,"Clover Health Investments, Corp. operates as a Medicare Advantage insurer in the United States. The company through its software platform provides preferred provider organization and health maintenance organization health plans for Medicare-eligible consumers. Clover Health Investments, Corp. was founded in 2012 and is headquartered in Franklin, Tennessee.",Mr. Vivek  Garipalli,Healthcare Plans,,-6862095.0,-6744840.0,0.0,0.0,0.0,856420161.0,62913978.0,28003240.0,-2227118.0,0.0,0.0,0.0,-inf,0.07346157980043162
110,CMCSA,Comcast Corporation Class A Common Stock,$56.98,0.57,1.01%,261782598331.0,United States,,13074412,Consumer Services,Television Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments. The Cable Communications segment offers cable services, including high-speed Internet, video, voice, wireless, and security and automation services to residential and business customers under the Xfinity brand; and advertising services. The Cable Networks segment operates national cable networks that provide various entertainment, news and information, and sports content; regional sports and news networks; international cable networks; and various digital properties, including brand-aligned Websites, as well as engages in the cable television studio production operations. The Broadcast Television segment operates NBC and Telemundo broadcast networks, NBC and Telemundo local broadcast television stations, broadcast television studio production operations, and various digital properties. The Filmed Entertainment segment produces, acquires, markets, and distributes filmed entertainment under the Universal Pictures, Illumination, DreamWorks Animation, and Focus Features names. It also develops, produces, and licenses stage plays; and distributes filmed entertainment produced by third parties. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. The Sky segment offers direct-to-consumer services, such as video, high-speed Internet, voice, and wireless phone services; and content services comprising operating entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",Mr. Brian Roberts,Entertainment,21.918974,30593000000.0,10534000000.0,103564000000.0,2.299671,2.28,273869000000.0,182131000000.0,11740000000.0,13103000000.0,-0.10226539116145314,-0.1932296852263154,-0.188061024178059,0.10171488161909543,0.6650296309549456
111,CNXC,Concentrix Corporation Common Stock,$155.02,-1.88,-1.198%,8069237458.0,United States,,135242,Technology,Computer Software: Prepackaged Software,"Concentrix Corporation provides technology-infused customer experience solutions worldwide. It provides CX process optimization, technology innovation, front- and back-office automation, analytics, and business transformation services. The company also offers customer lifecycle management; customer experience/user experience strategy and design; digital transformation; and voice of the customer and analytics solutions. Its strategic verticals include technology and consumer electronics, communications and media, retail, travel and e-commerce, banking, financial services and insurance, healthcare, and others. The company's clients include digital, internet, health insurance, and automotive companies, as well as banks. Concentrix Corporation was incorporated in 2009 and is based in Fremont, California.",Mr. Christopher A. Caldwell,Information Technology Services,,592774000.0,164811000.0,4719534000.0,3.187833655705996,3.187833655705996,5177556000.0,2875471000.0,152656000.0,338614000.0,-0.012227717492734689,0.4066692840804343,0.4068109689788173,0.03492103245786554,0.5553722644429148
112,COIN,Coinbase Global Inc. Class A Common Stock,$256.76,-16.24,-5.949%,51146592000.0,United States,,8328726,Technology,EDP Services,"Coinbase Global, Inc. provides financial infrastructure and technology for the cryptoeconomy. The company provides primary financial account for the cryptoeconomy, a platform to invest, store, spend, earn, and use crypto assets; an online marketplace for hedge funds, money managers, and corporations; and a platform with technology and services to developers, merchants, and asset issuers that enables them to build applications that leverage crypto protocols. It serves retail users, institutions, and ecosystem partners. The company was founded in 2012 and is based in Wilmington, Delaware.",Mr. Brian  Armstrong,Software,,439913000.0,322317000.0,1277481000.0,1.7618245920905191,1.7618245920905191,5855414000.0,4891830000.0,1110788000.0,2985268000.0,,,,0.25230668792725686,0.83543708438037
113,COKE,Coca-Cola Consolidated Inc. Common Stock,$287.69,1.58,0.552%,2696716588.0,United States,1972.0,17809,Consumer Non-Durables,Beverages (Production/Distribution),"Coca-Cola Consolidated, Inc. engages in the production, marketing and distribution of nonalcoholic beverages. The company is headquartered in Charlotte, North Carolina and currently employs 14,200 full-time employees. The firm is an independent Coca-Cola bottler in the United States. The firm's segments include Nonalcoholic Beverages and All Other. Majority of its total bottle/can volume to retail customers consist of products of The Coca-Cola Company. The company also distributes products for various other beverage brands, including Dr Pepper, Sundrop and Monster Energy. The firm's product offerings include both sparkling and still beverages. Sparkling beverages are carbonated beverages and the Company's principal sparkling beverage is Coca-Cola. Still beverages include energy products and noncarbonated beverages, such as bottled water, tea, ready to drink coffee, enhanced water, juices and sports drinks. There are two main categories of sales, which include bottle/can sales and other sales.",Mr. J. Frank Harrison,Beverages Non-Alcoholic,14.9770565,492395000.0,172493000.0,5007357000.0,14.75181732660566,14.75181732660566,3222450000.0,2709460000.0,54793000.0,292427000.0,0.36522305708819697,14.16421978021978,14.164285903171978,0.03444791334031107,0.8408074601622989
