,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
22,ACACU,Acies Acquisition Corp. Unit,,,,,,,,,,0.0,-0.01,404,,,[],"[{'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -245.3}, {'period': ""Q1 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 102.65}, {'period': ""Q4 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 158.9}, {'period': ""Q3 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 272.86}, {'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 90.94}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 363.66}]",,,,,,,,,,,,,,,,,__nan__,__nan__
23,ACACW,Acies Acquisition Corp. Warrant,,,,,,,,,,0.0,0.08,13089,,,[],"[{'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -245.3}, {'period': ""Q1 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 102.65}, {'period': ""Q4 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 158.9}, {'period': ""Q3 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 272.86}, {'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 90.94}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 363.66}]",,,,,,,,,,,,,,,,,__nan__,__nan__
24,ACAD,ACADIA Pharmaceuticals Inc. Common Stock,,,,,,,,,,9.02,-0.72,1215028,,,[],"[{'period': ""Q4 '25"", 'revenue': 283.99, 'unit': 'M', 'net_profit': 273.57}, {'period': ""Q3 '25"", 'revenue': 278.63, 'unit': 'M', 'net_profit': 71.78}, {'period': ""Q2 '25"", 'revenue': 264.57, 'unit': 'M', 'net_profit': 26.67}, {'period': ""Q1 '25"", 'revenue': 244.32, 'unit': 'M', 'net_profit': 18.99}, {'period': ""Q4 '24"", 'revenue': 259.6, 'unit': 'M', 'net_profit': 143.74}, {'period': ""Q3 '24"", 'revenue': 250.4, 'unit': 'M', 'net_profit': 32.77}]",,,,,,,,,,,,,,,,,__nan__,__nan__
25,ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,,,,,,,,,,40.19230769230769,-0.18,37960,,,[],"[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.81}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 3.95}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.9}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.25}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 8.88}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.49}]",,,,,,,,,,,,,,,,,__nan__,__nan__
26,ACAHU,Atlantic Coastal Acquisition Corp. Unit,,,,,,,,,,-2132.0,-0.05,3002,,,[],"[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.81}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 3.95}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.9}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.25}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 8.88}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.49}]",,,,,,,,,,,,,,,,,__nan__,__nan__
27,ACAHW,Atlantic Coastal Acquisition Corp. Warrant,,,,,,,,,,0.0,,0,,,[],"[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.81}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 3.95}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.9}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.25}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 8.88}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.49}]",,,,,,,,,,,,,,,,,__nan__,__nan__
28,ACBAU,Ace Global Business Acquisition Limited Unit,,,,,,,,,,-57.69230769230769,-0.69,202,,,[],"[{'period': ""Q4 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -23.64}, {'period': ""Q3 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -5.47}, {'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 117.33}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -589.09}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 609.09}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.86}]",,,,,,,,,,,,,,,,,__nan__,__nan__
29,ACBAW,Ace Global Business Acquisition Limited Warrant,,,,,,,,,,0.0,-0.0136,210387,,,[],"[{'period': ""Q4 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -23.64}, {'period': ""Q3 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -5.47}, {'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 117.33}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -589.09}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 609.09}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.86}]",,,,,,,,,,,,,,,,,__nan__,__nan__
30,ACBI,Atlantic Capital Bancshares Inc. Common Stock,,,,,,,,,,0.0,-0.03,81866,,,[],"[{'period': ""Q3 '21"", 'revenue': 29.38, 'unit': 'M', 'net_profit': 13.3}, {'period': ""Q2 '21"", 'revenue': 29.24, 'unit': 'M', 'net_profit': 11.82}, {'period': ""Q1 '21"", 'revenue': 26.91, 'unit': 'M', 'net_profit': 13.36}, {'period': ""Q4 '20"", 'revenue': 25.66, 'unit': 'M', 'net_profit': 9.95}, {'period': ""Q3 '20"", 'revenue': 24.22, 'unit': 'M', 'net_profit': 8.62}, {'period': ""Q2 '20"", 'revenue': 23.97, 'unit': 'M', 'net_profit': 1.85}]",,,,,,,,,,,,,,,,,__nan__,__nan__
31,ACCD,Accolade Inc. Common Stock,,,,,,,,,,-3.0789473684210527,0,4543947,,,[],"[{'period': ""Q3 '25"", 'revenue': 105.06, 'unit': 'M', 'net_profit': -121.26}, {'period': ""Q2 '25"", 'revenue': 106.36, 'unit': 'M', 'net_profit': -23.93}, {'period': ""Q1 '25"", 'revenue': 110.47, 'unit': 'M', 'net_profit': -27.59}, {'period': ""Q4 '24"", 'revenue': 124.83, 'unit': 'M', 'net_profit': -7.51}, {'period': ""Q3 '24"", 'revenue': 99.37, 'unit': 'M', 'net_profit': -21.06}, {'period': ""Q2 '24"", 'revenue': 96.86, 'unit': 'M', 'net_profit': -32.83}]",,,,,,,,,,,,,,,,,__nan__,__nan__
32,ACER,Acer Therapeutics Inc. Common Stock (DE),,,,,,,,,,-0.342020725388601,-0.1444,574675,,,[],"[{'period': ""Q3 '23"", 'revenue': 0.37179, 'unit': 'M', 'net_profit': -14.73}, {'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.09}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -16.28}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.38}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -4.99}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -2.67}]",,,,,,,,,,,,,,,,,__nan__,__nan__
