,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
10,ABBV,AbbVie Inc. Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 16.62, 'unit': 'B', 'net_profit': 1.82}, {'period': ""Q3 '25"", 'revenue': 15780.0, 'unit': 'M', 'net_profit': 186.0}, {'period': ""Q2 '25"", 'revenue': 15420.0, 'unit': 'M', 'net_profit': 938.0}, {'period': ""Q1 '25"", 'revenue': 13.34, 'unit': 'B', 'net_profit': 1.29}, {'period': ""Q4 '24"", 'revenue': 15100.0, 'unit': 'M', 'net_profit': -22.0}, {'period': ""Q3 '24"", 'revenue': 14.46, 'unit': 'B', 'net_profit': 1.56}]",,,,,,,,,,,,,,,,,__nan__,__nan__
11,ABC,AmerisourceBergen Corporation Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q1 '26"", 'revenue': 85930.0, 'unit': 'M', 'net_profit': 559.65}, {'period': ""Q4 '25"", 'revenue': 83730.0, 'unit': 'M', 'net_profit': -339.7}, {'period': ""Q3 '25"", 'revenue': 80660.0, 'unit': 'M', 'net_profit': 687.4}, {'period': ""Q2 '25"", 'revenue': 75450.0, 'unit': 'M', 'net_profit': 717.87}, {'period': ""Q1 '25"", 'revenue': 81490.0, 'unit': 'M', 'net_profit': 488.6}, {'period': ""Q4 '24"", 'revenue': 85840.0, 'unit': 'M', 'net_profit': 77.47}]",,,,,,,,,,,,,,,,,__nan__,__nan__
12,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 24.81, 'unit': 'B', 'net_profit': 4.35}, {'period': ""Q3 '25"", 'revenue': 20.85, 'unit': 'B', 'net_profit': 4.75}, {'period': ""Q2 '25"", 'revenue': 20.09, 'unit': 'B', 'net_profit': 2.72}, {'period': ""Q1 '25"", 'revenue': 22.5, 'unit': 'B', 'net_profit': 3.69}, {'period': ""Q4 '24"", 'revenue': 27.04, 'unit': 'B', 'net_profit': 4.88}, {'period': ""Q3 '24"", 'revenue': 22.1, 'unit': 'B', 'net_profit': 3.46}]",,,,,,,,,,,,,,,,,__nan__,__nan__
13,ABG,Asbury Automotive Group Inc Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 4680.0, 'unit': 'M', 'net_profit': 60.0}, {'period': ""Q3 '25"", 'revenue': 4800.0, 'unit': 'M', 'net_profit': 7.52}, {'period': ""Q2 '25"", 'revenue': 4370.0, 'unit': 'M', 'net_profit': 152.8}, {'period': ""Q1 '25"", 'revenue': 4150.0, 'unit': 'M', 'net_profit': 132.1}, {'period': ""Q4 '24"", 'revenue': 4500.0, 'unit': 'M', 'net_profit': 128.8}, {'period': ""Q3 '24"", 'revenue': 4240.0, 'unit': 'M', 'net_profit': 126.3}]",,,,,,,,,,,,,,,,,__nan__,__nan__
14,ABM,ABM Industries Incorporated Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q1 '26"", 'revenue': 2240.0, 'unit': 'M', 'net_profit': 38.8}, {'period': ""Q4 '25"", 'revenue': 2300.0, 'unit': 'M', 'net_profit': 34.8}, {'period': ""Q3 '25"", 'revenue': 2220.0, 'unit': 'M', 'net_profit': 41.8}, {'period': ""Q2 '25"", 'revenue': 2110.0, 'unit': 'M', 'net_profit': 42.2}, {'period': ""Q1 '25"", 'revenue': 2110.0, 'unit': 'M', 'net_profit': 43.6}, {'period': ""Q4 '24"", 'revenue': 2180.0, 'unit': 'M', 'net_profit': -11.7}]",,,,,,,,,,,,,,,,,__nan__,__nan__
15,ABR,Arbor Realty Trust Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 313.82, 'unit': 'M', 'net_profit': 24.92}, {'period': ""Q3 '25"", 'revenue': 299.37, 'unit': 'M', 'net_profit': 48.8}, {'period': ""Q2 '25"", 'revenue': 301.77, 'unit': 'M', 'net_profit': 34.29}, {'period': ""Q1 '25"", 'revenue': 144.92, 'unit': 'M', 'net_profit': 40.78}, {'period': ""Q4 '24"", 'revenue': 166.49, 'unit': 'M', 'net_profit': 70.17}, {'period': ""Q3 '24"", 'revenue': 158.81, 'unit': 'M', 'net_profit': 68.52}]",,,,,,,,,,,,,,,,,__nan__,__nan__
16,ABT,Abbott Laboratories Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 11.46, 'unit': 'B', 'net_profit': 1.78}, {'period': ""Q3 '25"", 'revenue': 11.37, 'unit': 'B', 'net_profit': 1.64}, {'period': ""Q2 '25"", 'revenue': 11.14, 'unit': 'B', 'net_profit': 1.78}, {'period': ""Q1 '25"", 'revenue': 10.36, 'unit': 'B', 'net_profit': 1.32}, {'period': ""Q4 '24"", 'revenue': 10.97, 'unit': 'B', 'net_profit': 9.23}, {'period': ""Q3 '24"", 'revenue': 10.63, 'unit': 'B', 'net_profit': 1.65}]",,,,,,,,,,,,,,,,,__nan__,__nan__
17,AC,Associated Capital Group Inc. Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '25"", 'revenue': 29.29, 'unit': 'M', 'net_profit': 18.58}, {'period': ""Q1 '25"", 'revenue': 2.13, 'unit': 'M', 'net_profit': 7.67}, {'period': ""Q4 '24"", 'revenue': 5.15, 'unit': 'M', 'net_profit': 4.28}, {'period': ""Q3 '24"", 'revenue': 2.42, 'unit': 'M', 'net_profit': 23.24}, {'period': ""Q2 '24"", 'revenue': 2.6, 'unit': 'M', 'net_profit': 2.98}, {'period': ""Q1 '24"", 'revenue': 19.8, 'unit': 'M', 'net_profit': 13.82}]",,,,,,,,,,,,,,,,,__nan__,__nan__
18,ACA,Arcosa Inc. Common Stock ,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 716.7, 'unit': 'M', 'net_profit': 52.1}, {'period': ""Q3 '25"", 'revenue': 797.8, 'unit': 'M', 'net_profit': 73.0}, {'period': ""Q2 '25"", 'revenue': 736.9, 'unit': 'M', 'net_profit': 59.7}, {'period': ""Q1 '25"", 'revenue': 632.0, 'unit': 'M', 'net_profit': 23.6}, {'period': ""Q4 '24"", 'revenue': 666.2, 'unit': 'M', 'net_profit': -7.7}, {'period': ""Q3 '24"", 'revenue': 640.4, 'unit': 'M', 'net_profit': 16.6}]",,,,,,,,,,,,,,,,,__nan__,__nan__
19,ACB,Aurora Cannabis Inc. Common Shares,,,,,,,,,,,,,,,[],"[{'period': ""Q3 '26"", 'revenue': 94.19, 'unit': 'M', 'net_profit': 1.82}, {'period': ""Q2 '26"", 'revenue': 90.37, 'unit': 'M', 'net_profit': -51.47}, {'period': ""Q1 '26"", 'revenue': 88.2, 'unit': 'M', 'net_profit': 31.67}, {'period': ""Q4 '25"", 'revenue': 90.54, 'unit': 'M', 'net_profit': -24.56}, {'period': ""Q3 '25"", 'revenue': 88.2, 'unit': 'M', 'net_profit': 31.67}, {'period': ""Q2 '25"", 'revenue': 81.12, 'unit': 'M', 'net_profit': -12.04}]",,,,,,,,,,,,,,,,,__nan__,__nan__
20,ACC,American Campus Communities Inc Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '22"", 'revenue': 245.66, 'unit': 'M', 'net_profit': 3.6}, {'period': ""Q1 '22"", 'revenue': 273.75, 'unit': 'M', 'net_profit': 42.72}, {'period': ""Q4 '21"", 'revenue': 272.29, 'unit': 'M', 'net_profit': 41.71}, {'period': ""Q3 '21"", 'revenue': 228.88, 'unit': 'M', 'net_profit': -11.44}, {'period': ""Q2 '21"", 'revenue': 208.52, 'unit': 'M', 'net_profit': -9.4}, {'period': ""Q1 '21"", 'revenue': 232.72, 'unit': 'M', 'net_profit': 15.62}]",,,,,,,,,,,,,,,,,__nan__,__nan__
21,ACCO,Acco Brands Corporation Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 428.8, 'unit': 'M', 'net_profit': 21.3}, {'period': ""Q3 '25"", 'revenue': 383.7, 'unit': 'M', 'net_profit': 4.0}, {'period': ""Q2 '25"", 'revenue': 394.8, 'unit': 'M', 'net_profit': 29.2}, {'period': ""Q1 '25"", 'revenue': 317.4, 'unit': 'M', 'net_profit': -13.2}, {'period': ""Q4 '24"", 'revenue': 448.1, 'unit': 'M', 'net_profit': 20.6}, {'period': ""Q3 '24"", 'revenue': 420.9, 'unit': 'M', 'net_profit': 9.3}]",,,,,,,,,,,,,,,,,__nan__,__nan__
22,ACEL,Accel Entertainment Inc. ,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 341.45, 'unit': 'M', 'net_profit': 16.15}, {'period': ""Q3 '25"", 'revenue': 329.69, 'unit': 'M', 'net_profit': 13.36}, {'period': ""Q2 '25"", 'revenue': 335.91, 'unit': 'M', 'net_profit': 7.32}, {'period': ""Q1 '25"", 'revenue': 323.91, 'unit': 'M', 'net_profit': 14.64}, {'period': ""Q4 '24"", 'revenue': 317.51, 'unit': 'M', 'net_profit': 8.36}, {'period': ""Q3 '24"", 'revenue': 302.23, 'unit': 'M', 'net_profit': 4.89}]",,,,,,,,,,,,,,,,,__nan__,__nan__
23,ACH,Aluminum Corporation of China Limited American Depositary Shares,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 708.97, 'unit': 'M', 'net_profit': -56.33}, {'period': ""Q3 '25"", 'revenue': 697.26, 'unit': 'M', 'net_profit': -150.28}, {'period': ""Q2 '25"", 'revenue': 681.92, 'unit': 'M', 'net_profit': -869.06}, {'period': ""Q1 '25"", 'revenue': 2630.0, 'unit': 'M', 'net_profit': -24.98}, {'period': ""Q4 '24"", 'revenue': 2700.0, 'unit': 'M', 'net_profit': -296.12}, {'period': ""Q3 '24"", 'revenue': 686.85, 'unit': 'M', 'net_profit': -12.77}]",,,,,,,,,,,,,,,,,__nan__,__nan__
24,ACI,Albertsons Companies Inc. Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q3 '25"", 'revenue': 19120.0, 'unit': 'M', 'net_profit': 293.3}, {'period': ""Q2 '25"", 'revenue': 18920.0, 'unit': 'M', 'net_profit': 168.5}, {'period': ""Q1 '25"", 'revenue': 24880.0, 'unit': 'M', 'net_profit': 236.4}, {'period': ""Q4 '24"", 'revenue': 18800.0, 'unit': 'M', 'net_profit': 171.8}, {'period': ""Q3 '24"", 'revenue': 18770.0, 'unit': 'M', 'net_profit': 400.6}, {'period': ""Q2 '24"", 'revenue': 18550.0, 'unit': 'M', 'net_profit': 145.5}]",,,,,,,,,,,,,,,,,__nan__,__nan__
25,ACIC,Atlas Crest Investment Corp. Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 86.38, 'unit': 'M', 'net_profit': 26.56}, {'period': ""Q3 '25"", 'revenue': 90.29, 'unit': 'M', 'net_profit': 32.48}, {'period': ""Q2 '25"", 'revenue': 86.36, 'unit': 'M', 'net_profit': 26.44}, {'period': ""Q1 '25"", 'revenue': 72.08, 'unit': 'M', 'net_profit': 21.35}, {'period': ""Q4 '24"", 'revenue': 79.05, 'unit': 'M', 'net_profit': 4.95}, {'period': ""Q3 '24"", 'revenue': 82.14, 'unit': 'M', 'net_profit': 28.12}]",,,,,,,,,,,,,,,,,__nan__,__nan__
26,ACII,Atlas Crest Investment Corp. II Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.49}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.35}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 5.43}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 160.42}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 4.25}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -4.77}]",,,,,,,,,,,,,,,,,__nan__,__nan__
27,ACM,AECOM Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q1 '26"", 'revenue': 3830.0, 'unit': 'M', 'net_profit': 74.52}, {'period': ""Q4 '25"", 'revenue': 4180.0, 'unit': 'M', 'net_profit': 120.37}, {'period': ""Q3 '25"", 'revenue': 4180.0, 'unit': 'M', 'net_profit': 130.97}, {'period': ""Q2 '25"", 'revenue': 3770.0, 'unit': 'M', 'net_profit': 143.39}, {'period': ""Q1 '25"", 'revenue': 4010.0, 'unit': 'M', 'net_profit': 167.04}, {'period': ""Q4 '24"", 'revenue': 4110.0, 'unit': 'M', 'net_profit': 172.55}]",,,,,,,,,,,,,,,,,__nan__,__nan__
28,ACN,Accenture plc Class A Ordinary Shares (Ireland),,,,,,,,,,,,,,,[],"[{'period': ""Q2 '26"", 'revenue': 18.04, 'unit': 'B', 'net_profit': 1.86}, {'period': ""Q1 '26"", 'revenue': 18.74, 'unit': 'B', 'net_profit': 2.21}, {'period': ""Q4 '25"", 'revenue': 17.6, 'unit': 'B', 'net_profit': 1.41}, {'period': ""Q3 '25"", 'revenue': 17.73, 'unit': 'B', 'net_profit': 2.2}, {'period': ""Q2 '25"", 'revenue': 16.66, 'unit': 'B', 'net_profit': 1.79}, {'period': ""Q1 '25"", 'revenue': 17.69, 'unit': 'B', 'net_profit': 2.28}]",,,,,,,,,,,,,,,,,__nan__,__nan__
29,ACND,Ascendant Digital Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -21.82}, {'period': ""Q4 '20"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -140.28}, {'period': ""Q2 '20"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -28.41}]",,,,,,,,,,,,,,,,,__nan__,__nan__
