,Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,description__profile,ceo__profile,industry__profile,pe__quote,ebitda__income-statement,netIncome__income-statement,revenue__income-statement,eps__income-statement,epsdiluted__income-statement,totalAssets__balance-sheet-statement,totalLiabilities__balance-sheet-statement,cashAndShortTermInvestments__balance-sheet-statement,freeCashFlow__cash-flow-statement,growthEBITDA__income-statement-growth,growthNetIncome__income-statement-growth,growthEPS__income-statement-growth,derived__netIncomeMargin,derived__debtRatio
10,ACI,Albertsons Companies Inc. Class A Common Stock,$19.29,0.68,3.654%,8999057240.0,United States,2020.0,1947085,Consumer Services,Food Chains,"Albertsons Companies, Inc., through its subsidiaries, operates as a food and drug retailer in the United States. Its food and drug retail stores offer grocery products, general merchandise, health and beauty care products, pharmacy, fuel, and other items and services. As of February 29, 2020, the company operated 2,252 stores under various banners, including Albertsons, Safeway, Vons, Jewel-Osco, Shaw's, Acme, Tom Thumb, Randalls, United Supermarkets, Market Street, Pavilions, Star Market, Carrs, and Haggen; and 1,726 pharmacies, 1,290 in-store branded coffee shops, and 402 adjacent fuel centers. The company is headquartered in Boise, Idaho. Albertsons Companies, Inc. is a subsidiary of Albertsons Investor Holdings LLC.",Mr. Vivek  Sankaran,Grocery Stores,,3697100000.0,850200000.0,69690400000.0,1.7748486794849223,1.7748486794849223,26598000000.0,25273700000.0,1717000000.0,2272300000.0,0.15034693052055134,0.8228987993138936,0.8222265703130597,0.012199671690792419,0.9502105421460261
11,ACM,AECOM Common Stock,$68.97,0.79,1.159%,10192008437.0,United States,2007.0,750381,Consumer Services,Military/Government/Technical,"AECOM, together with its subsidiaries, engages in designing, building, financing, and operating infrastructure assets worldwide. It operates through four segments: Design and Consulting Services (DCS), Construction Services (CS), Management Services (MS), and AECOM Capital (ACAP). The DCS segment offers planning, consulting, architectural and engineering design, program management, and construction management services for industrial, commercial, institutional, and government clients, including the transportation, facilities, environmental, energy, and water markets. The CS segment provides building construction and energy, as well as infrastructure and industrial construction services. The MS segment offers program and facilities management and maintenance, training, logistics, consulting, technical assistance, and systems integration and information technology services primarily for agencies of the United States government and other national governments. The ACAP segment invests in and develops real estate projects. AECOM has a strategic partnership with Amply Power, Inc. to help bus fleet owners address and accelerate their zero-emission initiatives. The company was formerly known as AECOM Technology Corporation and changed its name to AECOM in January 2015. AECOM was founded in 1980 and is headquartered in Los Angeles, California.",Mr. Michael Burke,Engineering & Construction,,758401000.0,-186370000.0,13239976000.0,-1.1721383647798742,-1.1646669166354207,12998951000.0,9585407000.0,1937644000.0,215031000.0,-0.18144061512757054,-0.286075464470408,-0.2938925513374277,-0.014076309503884298,0.7373985023868465
12,ADC,Agree Realty Corporation Common Stock,$69.85,0.14,0.201%,4440574679.0,United States,,737374,Consumer Services,Real Estate Investment Trusts,"Agree Realty Corp. is a real estate investment trust, which focuses on the ownership, development, acquisition, and management of retail properties net leased to national tenants. The company is headquartered in Bloomfield Hills, Michigan and currently employs 36 full-time employees. The firm operates through Agree Limited Partnership (the Operating Partnership). As of May 15, 2019, it owned and operates a portfolio of 703 properties, located in 46 states and containing approximately 12.3 million square feet of gross leasable space. The firm's business objective is to invest in and actively managing a diversified portfolio of retail properties net leased to industry tenants. Its community shopping centers include Capital Plaza, Frankfort; Central Michigan Commons, Mount Pleasant, and West Frankfort Plaza, West Frankfort.",Mr. Joel Agree,REIT Retail,38.790962,196023000.0,91381000.0,248568000.0,2.2520201296555964,2.2520201296555964,3886183000.0,1359934000.0,6137000.0,142956000.0,0.32090080255523884,0.14110712903185524,0.14898986206918366,0.36762978339931124,0.3499408030965088
13,ADS,Alliance Data Systems Corporation Common Stock,$120.68,-1.49,-1.22%,6000539660.0,United States,2001.0,474705,Finance,Diversified Financial Services,"Alliance Data Systems Corporation provides data-driven marketing and loyalty solutions in the United States, Canada, Europe, the Middle East, Africa, the Asia Pacific, and others. It operates through two segments, LoyaltyOne and Card Services. The LoyaltyOne segment offers AIR MILES reward program; short term loyalty program; and loyalty services, which include loyalty consulting, customer analytics, creative services, and mobile solutions. The Card Services segment provides receivable financing services comprising underwriting and risk management; processing services, such as new account processing, bill processing, remittance processing, and customer care; and marketing services to private label and co-brand retail credit card programs. The company captures and analyzes data created during each customer interaction, leveraging the insight derived from that data to enable clients to identify and acquire new customers and to enhance customer loyalty. It serves clients across various end-markets, including financial services, specialty retail, grocery and drugstore chains, petroleum retail, home furnishing and hardware, beauty and jewelry, hospitality and travel, and telecommunications. Alliance Data Systems Corporation was founded in 1996 and is headquartered in Columbus, Ohio.",Mr. Ralph Andretta,Credit Services,12.353306,963700000.0,213700000.0,4521400000.0,4.274,4.274,22547100000.0,21025500000.0,3081500000.0,1828700000.0,-0.3804166130898804,-0.23129496402877697,-0.23129496402877692,0.047264121732206836,0.9325146027648789
14,ADT,ADT Inc. Common Stock,$9.52,0.31,3.366%,7897990149.0,United States,2018.0,6348977,Consumer Services,Diversified Commercial Services,"ADT Inc. provides security and automation solutions for homes and businesses in the United States and Canada. It provides a range of fire detection, fire suppression, video surveillance, and access control systems to residential, commercial, and multi-site customers. The company primarily offers monitored security and automation solutions, including the installation and monitoring of security and premises automation systems designed to detect intrusion, control access, sense movement, smoke, fire, carbon monoxide, flooding, temperature, and other environmental conditions and hazards; and address personal emergencies such as injuries, medical emergencies, or incapacitation. It also provides interactive solutions that allow customers to use their smart phones, tablets, and laptops to arm and disarm their security systems, adjust lighting or thermostat levels, view real-time video of their premises, and program customizable schedules for the management of a range of smart home products. In addition, the company offers professional monitoring of third-party devices by enabling other companies to integrate solutions into its monitoring and billing platform. It provides its products under the ADT, ADT Pulse, Protection 1, ADT Commercial, and Blue by ADT names. As of December 31, 2019, ADT Inc. operated through a network of approximately 200 sales and service offices, 9 underwriter laboratories listed monitoring centers, 13 customer and field support locations, two national sales call centers, and two regional distribution centers. The company was formerly known as Prime Security Services Parent, Inc. and changed its name to ADT Inc. in September 2017. ADT Inc. was founded in 1874 and is headquartered in Boca Raton, Florida.",Mr. James DeVries,Security & Protection Services,,2075353000.0,-632193000.0,5314787000.0,-0.8463092369477911,-0.8463092369477911,16116936000.0,13077600000.0,204998000.0,791203000.0,-0.1088472763919907,0.49049392903453964,0.4847530472768265,-0.11894982809282856,0.8114197388386973
15,AEL,American Equity Investment Life Holding Company Common Stock,$31.50,-0.02,-0.063%,3007387341.0,United States,2003.0,314842,Finance,Life Insurance,"American Equity Investment Life Holding Company, through its subsidiaries, provides life insurance products and services in the United States. The company issues fixed index and rate annuities; and single premium immediate annuities, as well as life insurance products. It markets its products through independent agents, including national marketing organizations, broker/dealers, banks, and registered investment advisors. The company was founded in 1995 and is headquartered in West Des Moines, Iowa.",Mr. Anant Bhalla,Insurance Life,4.3571925,74302000.0,671460000.0,3713460000.0,7.367427775156629,7.367427775156629,71389674000.0,64814958000.0,56634415000.0,1291746000.0,0.0,1.728513958307936,1.7286769537617146,0.18081788951543842,0.90790382373787
16,AEO,American Eagle Outfitters Inc. Common Stock,$36.18,0.33,0.921%,6049827593.0,United States,,1677494,Consumer Services,Clothing/Shoe/Accessory Stores,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands. The company provides jeans, and specialty apparel and accessories for men and women; and intimates, activewear, and swim collections, as well as personal care products for women. In addition, it offers sports apparel under the Tailgate brand; and menswear products under the Todd Snyder New York brand name. As of February 1, 2020, it operated approximately 940 American Eagle stores, 148 Aerie stand-alone stores, 5 Tailgate stores, and two Todd Snyder stores in the United States, Canada, Mexico, China, and Hong Kong. It also ships to 81 countries through its Websites; and offers its merchandise at 217 locations operated by licensees in 24 countries, as well as provides products through its Websites ae.com, aerie.com, and ToddSnyder.com. American Eagle Outfitters, Inc. was founded in 1977 and is headquartered in Pittsburgh, Pennsylvania.",Mr. Jay Schottenstein,Apparel Retail,,-105765000.0,-209274000.0,3759113000.0,-1.2592833288202907,-1.257240695683518,3434806000.0,2348141000.0,850477000.0,74523000.0,-1.2550250286937819,-2.0942030879915507,-2.1250331259059347,-0.05567111177557046,0.6836313317258675
17,AFG,American Financial Group Inc. Common Stock,$128.22,3.06,2.445%,10925131143.0,United States,,376390,Finance,Property-Casualty Insurers,"American Financial Group, Inc., an insurance holding company, provides property and casualty insurance products in the United States. The company operates through three segments: Property and Casualty Insurance, Annuity, and Other. It offers property and transportation insurance products, such as physical damage and liability coverage for buses, trucks, inland and ocean marine, agricultural-related products, and other commercial property coverages; specialty casualty insurance, including primarily excess and surplus, general liability, executive and professional liability, umbrella and excess liability, and specialty coverage in targeted markets, as well as customized programs for small to mid-sized businesses and workers' compensation insurance; and specialty financial insurance products comprising risk management insurance programs for lending and leasing institutions, surety and fidelity products, and trade credit insurance. The company sells its property and casualty insurance products through independent insurance agents and brokers, as well as through employee agents. It also provides traditional fixed, fixed-indexed, and variable-indexed annuities to the retail, financial institutions, registered investment advisor, and education markets. In addition, the company engages in the commercial real estate operations in Cincinnati, Whitefield, New Hampshire, Chesapeake Bay, Charleston, and Palm Beach. American Financial Group, Inc. was founded in 1872 and is headquartered in Cincinnati, Ohio.",Mr. Carl Lindner,Insurance Property & Casualty,7.866002,1075000000.0,732000000.0,7811000000.0,8.105981410326928,8.105981410326928,73566000000.0,66777000000.0,46017000000.0,2183000000.0,0.0,-0.18394648829431437,-0.18394645944333168,0.09371399308667264,0.9077155207568713
18,AFL,AFLAC Incorporated Common Stock,$56.18,0.8,1.445%,38183705206.0,United States,,3791524,Finance,Accident &Health Insurance,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates through two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, income support, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",Mr. Daniel Amos,Insurance Life,7.1854515,1311000000.0,4778000000.0,22116000000.0,6.69,6.67,165086000000.0,131527000000.0,111023000000.0,5958000000.0,0.0,0.44612590799031476,0.503370786516854,0.21604268402966179,0.7967180742158633
19,AIG,American International Group Inc. New Common Stock,$50.17,1.3,2.66%,43222746075.0,United States,,5557250,Finance,Life Insurance,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, excess casualty, and crisis management insurance products, as well as various risk-sharing and other customized structured programs; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, surety, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officer's liability, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, individual annuity and investment products, and financial planning and advisory services; and term life and universal life insurance. This segment also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, wirehouses, and broker-dealers. The company's Legacy Portfolio segment offers legacy insurance products. American International Group, Inc. was founded in 1919 and is headquartered in New York, New York.",Mr. Peter Zaffino,Insurance Diversified,,9127000000.0,3348000000.0,49792000000.0,3.79,3.74,525064000000.0,457637000000.0,267172000000.0,-928000000.0,0.0,-559.0,-568.4928308716667,0.06723971722365038,0.8715832736580683
20,AIN,Albany International Corporation Common Stock,$90.42,0.35,0.389%,2920566000.0,United States,,101338,Basic Industries,Textiles,"Albany International Corp. engages in the textile and materials processing businesses. The company operates in two segments, Machine Clothing (MC) and Albany Engineered Composites (AEC). The MC segment designs, manufactures, and markets paper machine clothing for use in manufacturing papers, paperboards, tissues, and towels. This segment offers forming, pressing, and drying fabrics, as well as process belts. It also provides customized and consumable fabrics that are used in the manufacturing process in the pulp, corrugator, nonwovens, fiber cement, building products, tannery, and textile industries. This segment sells its products directly to end-user customers. The AEC segment designs, develops, and manufactures composite structures primarily to customers in the commercial and defense aerospace industries. The company operates in the United States, Switzerland, France, Brazil, China, Mexico, and internationally. Albany International Corp. was founded in 1895 and is headquartered in Rochester, New Hampshire.",Mr. A. William Higgins,Textile Manufacturing,23.033987,244521000.0,98589000.0,900610000.0,3.0526690611840475,3.0526690611840475,1549936000.0,730071000.0,241316000.0,97863000.0,-0.0851367126116823,-0.25535884227858424,-0.25535884227858396,0.10946913758452605,0.47103299749150934
21,AIZ,Assurant Inc. Common Stock,$161.88,2.48,1.556%,9796818958.0,United States,2004.0,425878,Finance,Specialty Insurers,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific. The company operates through three segments: Global Lifestyle, Global Housing, and Global Preneed. The Global Lifestyle segment provides mobile device protection products and services, and extended service contracts for consumer electronics and appliances, as well as assistance services; vehicle protection and related services; and credit and other insurance services. The Global Housing segment offers lender-placed homeowners insurance, manufactured housing, and flood insurance; and renters insurance and related products, as well as voluntary manufactured housing insurance, homeowners insurance, and other specialty products. The Global Preneed segment provides pre-funded funeral insurance, final need insurance, and related services. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in New York, New York.",Mr. Alan Colberg,Insurance Specialty,22.119564,6974000000.0,442000000.0,10094000000.0,7.343399960621433,7.343399960621433,44649000000.0,2557000000.0,17908000000.0,1221000000.0,0.0,0.15525352848928384,0.2510051040240937,0.04378838914206459,0.05726891979663598
