,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
10,JNJ,Johnson & Johnson Common Stock,,,,,,,,,,21.95,1.83,1387146.06209,,,[],"[{'period': ""Q4 '25"", 'revenue': 24.56, 'unit': 'B', 'net_profit': 5.12}, {'period': ""Q3 '25"", 'revenue': 23.99, 'unit': 'B', 'net_profit': 5.15}, {'period': ""Q2 '25"", 'revenue': 23.74, 'unit': 'B', 'net_profit': 5.54}, {'period': ""Q1 '25"", 'revenue': 21.89, 'unit': 'B', 'net_profit': 11.0}, {'period': ""Q4 '24"", 'revenue': 22.52, 'unit': 'B', 'net_profit': 3.43}, {'period': ""Q3 '24"", 'revenue': 22.47, 'unit': 'B', 'net_profit': 2.69}]",,,,,,,,,,,,,,,,,__nan__,__nan__
11,JNPR,Juniper Networks Inc. Common Stock,,,,,,,,,,38.04761904761905,0.02,8882272,,,[],"[{'period': ""Q1 '25"", 'revenue': 1280.0, 'unit': 'M', 'net_profit': 64.1}, {'period': ""Q4 '24"", 'revenue': 1400.0, 'unit': 'M', 'net_profit': 162.0}, {'period': ""Q3 '24"", 'revenue': 1330.0, 'unit': 'M', 'net_profit': 92.6}, {'period': ""Q2 '24"", 'revenue': 1190.0, 'unit': 'M', 'net_profit': 34.1}, {'period': ""Q1 '24"", 'revenue': 1150000.0, 'unit': 'K', 'net_profit': -800.0}, {'period': ""Q4 '23"", 'revenue': 1360.0, 'unit': 'M', 'net_profit': 124.3}]",,,,,,,,,,,,,,,,,__nan__,__nan__
12,JOE,St. Joe Company (The) Common Stock,,,,,,,,,,31.62,1.5,26849,,,[],"[{'period': ""Q4 '25"", 'revenue': 128.9, 'unit': 'M', 'net_profit': 29.93}, {'period': ""Q3 '25"", 'revenue': 161.08, 'unit': 'M', 'net_profit': 38.71}, {'period': ""Q2 '25"", 'revenue': 129.08, 'unit': 'M', 'net_profit': 29.52}, {'period': ""Q1 '25"", 'revenue': 94.2, 'unit': 'M', 'net_profit': 17.46}, {'period': ""Q4 '24"", 'revenue': 104.33, 'unit': 'M', 'net_profit': 18.92}, {'period': ""Q3 '24"", 'revenue': 99.01, 'unit': 'M', 'net_profit': 16.84}]",,,,,,,,,,,,,,,,,__nan__,__nan__
13,JOF,Japan Smaller Capitalization Fund Inc Common Stock,,,,,,,,,,4.43,0.06000008,8349,,,[],"[{'period': ""Q4 '24"", 'revenue': 2.23, 'unit': 'M', 'net_profit': -2.8}, {'period': ""Q3 '24"", 'revenue': 2.23, 'unit': 'M', 'net_profit': -2.8}, {'period': ""Q2 '24"", 'revenue': 1.85, 'unit': 'M', 'net_profit': 6.6}, {'period': ""Q1 '24"", 'revenue': 1.85, 'unit': 'M', 'net_profit': 6.6}, {'period': ""Q4 '23"", 'revenue': 1.56, 'unit': 'M', 'net_profit': 12.07}, {'period': ""Q3 '23"", 'revenue': 1.56, 'unit': 'M', 'net_profit': 12.07}]",,,,,,,,,,,,,,,,,__nan__,__nan__
14,JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,,,,,,,,,,-0.3150912106135987,0.0,78240,,,[],"[{'period': ""Q1 '22"", 'revenue': 32.56, 'unit': 'M', 'net_profit': 18.62}, {'period': ""Q4 '21"", 'revenue': 70.41, 'unit': 'M', 'net_profit': -258.79}, {'period': ""Q3 '21"", 'revenue': 109.31, 'unit': 'M', 'net_profit': -33.45}, {'period': ""Q2 '21"", 'revenue': 95.66, 'unit': 'M', 'net_profit': 2.02}, {'period': ""Q1 '21"", 'revenue': 83.67, 'unit': 'M', 'net_profit': 3.91}, {'period': ""Q4 '20"", 'revenue': 98.01, 'unit': 'M', 'net_profit': 1.99}]",,,,,,,,,,,,,,,,,__nan__,__nan__
15,JPC,Nuveen Preferred & Income Opportunities Fund,,,,,,,,,,9.46,-0.045,912826,,,[],"[{'period': ""Q4 '25"", 'revenue': 159.48, 'unit': 'M', 'net_profit': 131.19}, {'period': ""Q2 '25"", 'revenue': 151.41, 'unit': 'M', 'net_profit': 121.14}, {'period': ""Q4 '24"", 'revenue': 135.06, 'unit': 'M', 'net_profit': 151.86}, {'period': ""Q2 '24"", 'revenue': 77.11, 'unit': 'M', 'net_profit': 229.62}, {'period': ""Q4 '23"", 'revenue': 25.11, 'unit': 'M', 'net_profit': -69.59}, {'period': ""Q2 '23"", 'revenue': 39.3, 'unit': 'M', 'net_profit': 29.69}]",,,,,,,,,,,,,,,,,__nan__,__nan__
16,JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,,,,,,,,,9.89,-0.04,30876,,,[],"[{'period': ""Q2 '25"", 'revenue': 15.1, 'unit': 'M', 'net_profit': 13.86}, {'period': ""Q4 '24"", 'revenue': 19.65, 'unit': 'M', 'net_profit': 25.85}, {'period': ""Q2 '24"", 'revenue': 20.57, 'unit': 'M', 'net_profit': 35.41}, {'period': ""Q4 '23"", 'revenue': 9.64, 'unit': 'M', 'net_profit': -41.87}, {'period': ""Q2 '23"", 'revenue': 19.17, 'unit': 'M', 'net_profit': 8.83}, {'period': ""Q4 '22"", 'revenue': 19.78, 'unit': 'M', 'net_profit': -49.34}]",,,,,,,,,,,,,,,,,__nan__,__nan__
17,JPM,JP Morgan Chase & Co. Common Stock,,,,,,,,,,14.27,3.0,1756506,,,[],"[{'period': ""Q4 '25"", 'revenue': 69.61, 'unit': 'B', 'net_profit': 13.03}, {'period': ""Q3 '25"", 'revenue': 71.9, 'unit': 'B', 'net_profit': 14.39}, {'period': ""Q2 '25"", 'revenue': 69.91, 'unit': 'B', 'net_profit': 14.99}, {'period': ""Q1 '25"", 'revenue': 68.91, 'unit': 'B', 'net_profit': 14.64}, {'period': ""Q4 '24"", 'revenue': 67.01, 'unit': 'B', 'net_profit': 14.01}, {'period': ""Q3 '24"", 'revenue': 69.67, 'unit': 'B', 'net_profit': 12.9}]",,,,,,,,,,,,,,,,,__nan__,__nan__
18,JPS,Nuveen Preferred & Income Securities Fund,,,,,,,,,,-9.409090909090908,0.01,2995750,,,[],"[{'period': ""Q4 '23"", 'revenue': 72.44, 'unit': 'M', 'net_profit': -104.13}, {'period': ""Q2 '23"", 'revenue': 77.59, 'unit': 'M', 'net_profit': 46.76}]",,,,,,,,,,,,,,,,,__nan__,__nan__
19,JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,,,,,,,,,,-10.044303797468354,0.11,9162,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
20,JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,,,,,,,,,,11.73,0.04500006,280363,,,[],"[{'period': ""Q4 '25"", 'revenue': 42.51, 'unit': 'M', 'net_profit': 25.03}, {'period': ""Q2 '25"", 'revenue': 50.37, 'unit': 'M', 'net_profit': 38.95}, {'period': ""Q4 '24"", 'revenue': 58.32, 'unit': 'M', 'net_profit': 42.96}, {'period': ""Q2 '24"", 'revenue': 60.64, 'unit': 'M', 'net_profit': 55.11}, {'period': ""Q4 '23"", 'revenue': 22.68, 'unit': 'M', 'net_profit': 22.43}, {'period': ""Q2 '23"", 'revenue': 9.06, 'unit': 'M', 'net_profit': 15.56}]",,,,,,,,,,,,,,,,,__nan__,__nan__
21,JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,,,,,,,,,,6.75,0.08730042,35473,,,[],"[{'period': ""Q4 '25"", 'revenue': 23.66, 'unit': 'M', 'net_profit': 16.78}, {'period': ""Q2 '25"", 'revenue': 19.94, 'unit': 'M', 'net_profit': 32.33}, {'period': ""Q4 '24"", 'revenue': 26.68, 'unit': 'M', 'net_profit': 23.5}, {'period': ""Q2 '24"", 'revenue': 15.06, 'unit': 'M', 'net_profit': 2.01}, {'period': ""Q4 '23"", 'revenue': 13.0, 'unit': 'M', 'net_profit': 20.25}, {'period': ""Q2 '23"", 'revenue': 1.6, 'unit': 'M', 'net_profit': 12.55}]",,,,,,,,,,,,,,,,,__nan__,__nan__
22,JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,,,,,,,,,,-26.266666666666666,0.08,156749,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
23,JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,,,,,,,,,,-48.4,0.07999998,17400,,,[],"[{'period': ""Q4 '25"", 'revenue': 11.14, 'unit': 'M', 'net_profit': 6.14}, {'period': ""Q2 '25"", 'revenue': 7.27, 'unit': 'M', 'net_profit': -10.46}, {'period': ""Q4 '24"", 'revenue': 10.64, 'unit': 'M', 'net_profit': 25.25}, {'period': ""Q2 '24"", 'revenue': 10020.0, 'unit': 'K', 'net_profit': 51.01}, {'period': ""Q4 '23"", 'revenue': 7.25, 'unit': 'M', 'net_profit': 20.8}, {'period': ""Q2 '23"", 'revenue': 5.54, 'unit': 'M', 'net_profit': 19.89}]",,,,,,,,,,,,,,,,,__nan__,__nan__
24,JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,,,,,,,,,,-18.125,0.1,40146,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
25,JT,Jianpu Technology Inc. American depositary shares,,,,,,,,,,-2.515806451612903,0.0563,36014,,,[],"[{'period': ""Q4 '23"", 'revenue': 238.9, 'unit': 'M', 'net_profit': 1.15}, {'period': ""Q3 '23"", 'revenue': 255.59, 'unit': 'M', 'net_profit': -6.72}, {'period': ""Q2 '23"", 'revenue': 285.53, 'unit': 'M', 'net_profit': -1.09}, {'period': ""Q1 '23"", 'revenue': 289.39, 'unit': 'M', 'net_profit': -20.77}, {'period': ""Q4 '22"", 'revenue': 248.26, 'unit': 'M', 'net_profit': -20.2}, {'period': ""Q3 '22"", 'revenue': 268.8, 'unit': 'M', 'net_profit': -25.07}]",,,,,,,,,,,,,,,,,__nan__,__nan__
26,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest,,,,,,,,,,,-0.04,14261,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
27,JTD,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest,,,,,,,,,,,-0.110001,48071,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
28,JW/A,John Wiley & Sons Inc.,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
29,JW/B,John Wiley & Sons Inc.,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
30,JWN,Nordstrom Inc. Common Stock,,,,,,,,,,14.172413793103448,0.02,50613599,,,[],"[{'period': ""Q4 '24"", 'revenue': 4320.0, 'unit': 'M', 'net_profit': 166.0}, {'period': ""Q3 '24"", 'revenue': 3460.0, 'unit': 'M', 'net_profit': 46.0}, {'period': ""Q2 '24"", 'revenue': 3890.0, 'unit': 'M', 'net_profit': 122.0}, {'period': ""Q1 '24"", 'revenue': 3330.0, 'unit': 'M', 'net_profit': -39.0}, {'period': ""Q4 '23"", 'revenue': 4420.0, 'unit': 'M', 'net_profit': 134.0}, {'period': ""Q3 '23"", 'revenue': 3320.0, 'unit': 'M', 'net_profit': 67.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
31,JWS,Jaws Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '21"", 'revenue': 393.16, 'unit': 'M', 'net_profit': 4.95}, {'period': ""Q4 '20"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -2.87}]",,,,,,,,,,,,,,,,,__nan__,__nan__
32,JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,-189.83333333333334,0.07,1674,,,[],"[{'period': ""Q3 '25"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -59.96}, {'period': ""Q2 '25"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 240.2}, {'period': ""Q1 '25"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -508.0}, {'period': ""Q4 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.57}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.93}, {'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 4.34}]",,,,,,,,,,,,,,,,,__nan__,__nan__
33,K,Kellogg Company Common Stock,,,,,,,,,,22.797814207650273,-0.01,42877460,,,[],"[{'period': ""Q3 '25"", 'revenue': 3260.0, 'unit': 'M', 'net_profit': 309.0}, {'period': ""Q2 '25"", 'revenue': 3200.0, 'unit': 'M', 'net_profit': 299.0}, {'period': ""Q1 '25"", 'revenue': 3080.0, 'unit': 'M', 'net_profit': 304.0}, {'period': ""Q4 '24"", 'revenue': 3120.0, 'unit': 'M', 'net_profit': 365.0}, {'period': ""Q3 '24"", 'revenue': 3230.0, 'unit': 'M', 'net_profit': 367.0}, {'period': ""Q2 '24"", 'revenue': 3190.0, 'unit': 'M', 'net_profit': 344.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
34,KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,,,,,,,,,,0.0,0.0,9301,,,[],"[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 17.0}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 17.1}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 38.71}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -18.14}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 25.31}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 909.55}]",,,,,,,,,,,,,,,,,__nan__,__nan__
35,KAI,Kadant Inc Common Stock,,,,,,,,,,33.69,1.09,62642,,,[],"[{'period': ""Q4 '25"", 'revenue': 286.2, 'unit': 'M', 'net_profit': 24.02}, {'period': ""Q3 '25"", 'revenue': 271.57, 'unit': 'M', 'net_profit': 27.72}, {'period': ""Q2 '25"", 'revenue': 255.27, 'unit': 'M', 'net_profit': 26.16}, {'period': ""Q1 '25"", 'revenue': 239.21, 'unit': 'M', 'net_profit': 24.06}, {'period': ""Q4 '24"", 'revenue': 258.03, 'unit': 'M', 'net_profit': 24.03}, {'period': ""Q3 '24"", 'revenue': 271.61, 'unit': 'M', 'net_profit': 31.59}]",,,,,,,,,,,,,,,,,__nan__,__nan__
36,KAMN,Kaman Corporation Common Stock,,,,,,,,,,164.25,0.12,1172096,,,[],"[{'period': ""Q4 '23"", 'revenue': 203.12, 'unit': 'M', 'net_profit': 2.0}, {'period': ""Q3 '23"", 'revenue': 183.03, 'unit': 'M', 'net_profit': 1.47}, {'period': ""Q2 '23"", 'revenue': 195.16, 'unit': 'M', 'net_profit': 5.25}, {'period': ""Q1 '23"", 'revenue': 194540.0, 'unit': 'K', 'net_profit': -19.0}, {'period': ""Q4 '22"", 'revenue': 197.14, 'unit': 'M', 'net_profit': -54.94}, {'period': ""Q3 '22"", 'revenue': 172000.0, 'unit': 'K', 'net_profit': 625.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
37,KAR,KAR Auction Services Inc Common Stock,,,,,,,,,,31.54022988505747,0.11,572037,,,[],"[{'period': ""Q4 '25"", 'revenue': 494.3, 'unit': 'M', 'net_profit': 59.5}, {'period': ""Q3 '25"", 'revenue': 498.4, 'unit': 'M', 'net_profit': 47.9}, {'period': ""Q2 '25"", 'revenue': 481.7, 'unit': 'M', 'net_profit': 33.4}, {'period': ""Q1 '25"", 'revenue': 460.1, 'unit': 'M', 'net_profit': 36.9}, {'period': ""Q4 '24"", 'revenue': 492.0, 'unit': 'M', 'net_profit': 52.3}, {'period': ""Q3 '24"", 'revenue': 448.4, 'unit': 'M', 'net_profit': 28.4}]",,,,,,,,,,,,,,,,,__nan__,__nan__
38,KB,KB Financial Group Inc,,,,,,,,,,9.6,-1.84,38866,,,[],"[{'period': ""Q4 '25"", 'revenue': 22690.0, 'unit': 'B', 'net_profit': 721.24}, {'period': ""Q3 '25"", 'revenue': 8.89, 'unit': 'T', 'net_profit': 1.69}, {'period': ""Q2 '25"", 'revenue': 9.59, 'unit': 'T', 'net_profit': 1.74}, {'period': ""Q1 '25"", 'revenue': 9.51, 'unit': 'T', 'net_profit': 1.7}, {'period': ""Q4 '24"", 'revenue': 9100.0, 'unit': 'B', 'net_profit': 682.93}, {'period': ""Q3 '24"", 'revenue': 9.58, 'unit': 'T', 'net_profit': 1.61}]",,,,,,,,,,,,,,,,,__nan__,__nan__
39,KBH,KB Home Common Stock,,,,,,,,,,9.95,0.61,199901,,,[],"[{'period': ""Q1 '26"", 'revenue': 1080.0, 'unit': 'M', 'net_profit': 33.42}, {'period': ""Q4 '25"", 'revenue': 1690.0, 'unit': 'M', 'net_profit': 101.52}, {'period': ""Q3 '25"", 'revenue': 1620.0, 'unit': 'M', 'net_profit': 109.83}, {'period': ""Q2 '25"", 'revenue': 1530.0, 'unit': 'M', 'net_profit': 107.88}, {'period': ""Q1 '25"", 'revenue': 1390.0, 'unit': 'M', 'net_profit': 109.56}, {'period': ""Q4 '24"", 'revenue': 2000.0, 'unit': 'M', 'net_profit': 190.6}]",,,,,,,,,,,,,,,,,__nan__,__nan__
40,KBR,KBR Inc. Common Stock,,,,,,,,,,10.51,-0.31,158168.1267,,,[],"[{'period': ""Q4 '25"", 'revenue': 1890.0, 'unit': 'M', 'net_profit': 111.0}, {'period': ""Q3 '25"", 'revenue': 1930.0, 'unit': 'M', 'net_profit': 115.0}, {'period': ""Q2 '25"", 'revenue': 1950.0, 'unit': 'M', 'net_profit': 73.0}, {'period': ""Q1 '25"", 'revenue': 2060.0, 'unit': 'M', 'net_profit': 116.0}, {'period': ""Q4 '24"", 'revenue': 2120.0, 'unit': 'M', 'net_profit': 76.0}, {'period': ""Q3 '24"", 'revenue': 1950.0, 'unit': 'M', 'net_profit': 100.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
41,KCAC,Kensington Capital Acquisition Corp. II Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 25.23, 'unit': 'M', 'net_profit': -24.39}, {'period': ""Q3 '25"", 'revenue': 21.43, 'unit': 'M', 'net_profit': -3.89}, {'period': ""Q2 '25"", 'revenue': 15.07, 'unit': 'M', 'net_profit': -6.37}, {'period': ""Q1 '25"", 'revenue': 11.28, 'unit': 'M', 'net_profit': -9.37}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 7.43}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'B', 'net_profit': -397.27}]",,,,,,,,,,,,,,,,,__nan__,__nan__
